,formatted_address,province,citycode,city,district,adcode,lng,lat,Name,keyword
206,江苏省宿迁市宿豫区龙王庙,江苏省,527,SQ,宿豫区,321311,118.119374,34.03225,宿迁龙王庙行宫,龙王庙
207,江苏省宿迁市宿城区洋河酒厂,江苏省,527,SQ,宿城区,321302,118.375565,33.776712,宿迁洋河酒厂文化旅游区,洋河
208,江苏省宿迁市宿豫区三台山森林公园,江苏省,527,SQ,宿豫区,321311,118.321941,34.03339,宿迁三台山森林公园,三台山
209,江苏省南京市高淳区国际慢城,江苏省,25,NJ,高淳区,320118,119.075929,31.382557,南京高淳国际慢城,国际慢城
210,江苏省南京市六合区金牛湖景区,江苏省,25,NJ,六合区,320116,118.968617,32.469903,南京金牛湖景区,金牛湖
211,江苏省南京市江宁区汤山紫清湖旅游区,江苏省,25,NJ,江宁区,320115,119.035014,32.06334,南京紫清湖旅游区,紫清湖
212,江苏省南京市江宁区文化旅游区,江苏省,25,NJ,江宁区,320115,118.757727,31.9101,南京牛首山文化旅游区,牛首山
213,江苏省无锡市滨湖区阖闾城遗址博物馆,江苏省,510,WX,滨湖区,320211,120.135172,31.51203,无锡阖闾城遗址博物馆,阖闾城
214,江苏省徐州市,江苏省,516,XZ,list(),320300,117.505118,34.439674,徐州凤鸣海景区,凤鸣海
215,江苏省苏州市张家港市暨阳湖生态旅游区,江苏省,512,SZ,张家港市,320582,120.543961,31.84287,张家港暨阳湖生态旅游区,暨阳湖
216,江苏省苏州市,江苏省,512,SZ,list(),320500,120.583397,31.131201,苏州湾黄金湖岸旅游区,黄金湖岸
217,江苏省南京市浦口区国家森林公园,江苏省,25,SZ,高新区,320111,120.464702,31.343971,江苏大阳山国家森林公园,大阳山
218,江苏省淮安市涟水县五岛湖,江苏省,517,HA,涟水县,320826,119.26373,33.766445,涟水五岛湖旅游区,五岛湖
219,江苏省盐城市射阳县丹顶鹤,江苏省,515,YC,射阳县,320924,120.503723,33.604079,盐城丹顶鹤湿地生态旅游区,丹顶鹤
220,江苏省盐城市东台市黄海森林公园,江苏省,515,YC,东台市,320981,120.83439,32.87245,江苏东台黄海森林公园景区,黄海森林
221,江苏省扬州市,江苏省,514,YZ,list(),321000,119.427459,32.416243,扬州宋夹城景区,宋夹城
222,江苏省南京市鼓楼区郑和茶博园,江苏省,25,ZJ,句容市,320106,119.264435,31.924049,江苏茶博园,茶博园
223,江苏省泰州市高港区口岸雕花楼景区,江苏省,523,TZ,高港区,321203,119.877781,32.30305,泰州口岸雕花楼景区,雕花楼
224,江苏省宿迁市泗阳县妈祖文化园,江苏省,527,SQ,泗阳县,321323,118.69468,33.69665,泗阳妈祖文化园,妈祖文化
225,江苏省连云港市东海县东海,江苏省,518,LYG,东海县,320722,118.740335,34.538953,东海水晶文化旅游区,水晶文化
226,江苏省盐城市大丰区大丰,江苏省,515,YC,大丰区,320904,120.600289,33.250784,大丰上海知青纪念馆,上海知青
227,江苏省无锡市江阴市江苏学政文化旅游区,江苏省,510,WX,江阴市,320281,120.272144,31.90771,江阴江苏学政文化旅游区,江苏学政
